srg,cnf
f_00001,x
f_00002,y
f_00003,z
f_00004,type
f_00005,side
f_00006,box
f_00007,world
f_00008,minX
f_00009,minY
f_00010,minZ
f_00011,maxX
f_00012,maxY
f_00013,maxZ
f_00014,dirty
f_00015,displayLists
f_00016,texture
f_00017,tessellator
f_00018,rebuilt
f_00019,updates
f_00020,frustumMatrix
f_00021,RIGHT_SIDE
f_00022,LEFT_SIDE
f_00023,BOTTOM_SIDE
f_00024,TOP_SIDE
f_00025,BACK_SIDE
f_00026,FRONT_SIDE
f_00027,NORMAL_X
f_00028,NORMAL_Y
f_00029,NORMAL_Z
f_00030,PLANE_DISTANCE
f_00031,frustum
f_00032,projectionBuffer
f_00033,modelViewBuffer
f_00034,clippingBuffer
f_00035,projectionMatrix
f_00036,modelViewMatrix
f_00037,clippingMatrix
f_00038,xSize
f_00039,zSize
f_00040,ySize
f_00041,blocks
f_00042,lightDepths
f_00043,listeners
f_00044,CHUNK_SIZE
f_00045,world
f_00046,chunks
f_00047,chunkXAmount
f_00048,chunkYAmount
f_00049,chunkZAmount
f_00050,tessellator
f_00051,MAX_VERTICES
f_00052,vertexBuffer
f_00053,textureCoordinateBuffer
f_00054,colorBuffer
f_00055,vertices
f_00056,u
f_00057,v
f_00058,red
f_00059,green
f_00060,blue
f_00061,colored
f_00062,textured
f_00063,stone
f_00064,grassBlock
f_00065,texture
f_00066,epsilon
f_00067,minX
f_00068,minY
f_00069,minZ
f_00070,maxX
f_00071,maxY
f_00072,maxZ
f_00073,world
f_00074,previousX
f_00075,previousY
f_00076,previousZ
f_00077,x
f_00078,y
f_00079,z
f_00080,xMotion
f_00081,yMotion
f_00082,zMotion
f_00083,yaw
f_00084,pitch
f_00085,box
f_00086,onGround
f_00087,FULLSCREEN
f_00088,width
f_00089,height
f_00090,fogColorBuffer
f_00091,timer
f_00092,world
f_00093,worldRenderer
f_00094,player
f_00095,viewportBuffer
f_00096,selectBuffer
f_00097,hitResult
f_00098,ids
f_00099,lastId
f_00100,NANOSECONDS_PER_SECONDS
f_00101,MAX_NANOSECONDS_PER_UPDATE
f_00102,MAX_TICKS_PER_UPDATE
f_00103,tps
f_00104,lastTime
f_00105,ticks
f_00106,partialTicks
f_00107,timeScale
f_00108,fps
f_00109,passedTime
