srg,cnf
f_00001,x
f_00002,y
f_00003,z
f_00004,o
f_00005,f
f_00006,aabb
f_00007,level
f_00008,x0
f_00009,y0
f_00010,z0
f_00011,x1
f_00012,y1
f_00013,z1
f_00014,dirty
f_00015,lists
f_00017,t
f_00018,rebuiltThisFrame
f_00019,updates
f_00020,m_Frustum
f_00021,RIGHT
f_00022,LEFT
f_00023,BOTTOM
f_00024,TOP
f_00025,BACK
f_00026,FRONT
f_00027,A
f_00028,B
f_00029,C
f_00030,D
f_00031,frustum
f_00032,_proj
f_00033,_modl
f_00034,_clip
f_00035,proj
f_00036,modl
f_00037,clip
f_00038,width
f_00039,height
f_00040,depth
f_00041,blocks
f_00042,lightDepths
f_00043,levelListeners
f_00044,CHUNK_SIZE
f_00045,level
f_00046,chunks
f_00047,xChunks
f_00048,yChunks
f_00049,zChunks
f_00050,t
f_00051,MAX_VERTICES
f_00052,vertexBuffer
f_00053,texCoordBuffer
f_00054,colorBuffer
f_00055,vertices
f_00056,u
f_00057,v
f_00058,r
f_00059,g
f_00060,b
f_00061,hasColor
f_00062,hasTexture
f_00063,rock
f_00064,grass
f_00065,tex
f_00066,epsilon
f_00067,x0
f_00068,y0
f_00069,z0
f_00070,x1
f_00071,y1
f_00072,z1
f_00087,FULLSCREEN_MODE
f_00088,width
f_00089,height
f_00090,fogColor
f_00091,timer
f_00092,level
f_00093,levelRenderer
f_00094,player
f_00095,viewportBuffer
f_00096,selectBuffer
f_00097,hitResult
f_00098,idMap
f_00099,lastId
f_00100,NS_PER_SECOND
f_00101,MAX_NS_PER_UPDATE
f_00102,MAX_TICKS_PER_UPDATE
f_00103,ticksPerSecond
f_00104,lastTime
f_00105,ticks
f_00106,a
f_00107,timeScale
f_00108,fps
f_00109,passedTime
f_00110,vertices
f_00111,polygons
f_00112,xTexOffs
f_00113,yTexOffs
f_00114,x
f_00115,y
f_00116,z
f_00117,xRot
f_00118,yRot
f_00119,zRot
f_00120,vertices
f_00121,vertexCount
f_00122,x
f_00123,y
f_00124,z
f_00125,pos
f_00126,u
f_00127,v
f_00128,head
f_00129,body
f_00130,arm0
f_00131,arm1
f_00132,leg0
f_00133,leg1
f_00134,rot
f_00135,timeOffs
f_00136,speed
f_00137,rotA
f_00138,level
f_00139,xo
f_00140,yo
f_00141,zo
f_00142,x
f_00143,y
f_00144,z
f_00145,xd
f_00146,yd
f_00147,zd
f_00148,yRot
f_00149,xRot
f_00150,bb
f_00151,onGround
f_00152,heightOffset
f_00153,zombies
